"timestamp","x","y","z"
"2025-04-08 17:08:24.536","0.31","-0.3","9.84"
"2025-04-08 17:08:24.645","-0.09","-0.06","9.89"
"2025-04-08 17:08:24.754","-0.39","0.49","9.78"
"2025-04-08 17:08:24.864","0.44","-0.27","9.81"
"2025-04-08 17:08:24.975","-0.8","0.74","9.87"
"2025-04-08 17:08:25.083","-0.91","0.2","9.87"
"2025-04-08 17:08:25.193","-0.14","0.44","9.82"
"2025-04-08 17:08:25.301","-0.51","-0.18","9.8"
"2025-04-08 17:08:25.410","0.05","0.84","9.74"
"2025-04-08 17:08:25.516","-0.46","-0.94","9.86"
"2025-04-08 17:08:25.627","0.93","-0.2","9.88"
"2025-04-08 17:08:25.735","0.46","-0.29","9.78"
"2025-04-08 17:08:25.843","0.76","0.73","9.71"
"2025-04-08 17:08:25.953","-0.64","-0.93","9.85"
"2025-04-08 17:08:26.062","-0.38","-0.87","9.81"
"2025-04-08 17:08:26.169","0.13","0.16","9.8"
"2025-04-08 17:08:26.278","-0.38","0.32","9.78"
"2025-04-08 17:08:26.385","0.99","-0.73","9.86"
"2025-04-08 17:08:26.494","0.06","-0.68","9.72"
"2025-04-08 17:08:26.605","0.54","-0.88","9.72"
"2025-04-08 17:08:26.712","-0.2","0.04","9.77"
"2025-04-08 17:08:26.823","0.44","0.7","9.88"
"2025-04-08 17:08:26.932","0.91","-0.23","9.72"
"2025-04-08 17:08:27.040","0.41","0.79","9.82"
"2025-04-08 17:08:27.150","0.84","0.26","9.8"
"2025-04-08 17:08:27.259","0.85","-0.85","9.77"
"2025-04-08 17:08:27.368","-0.14","-0.38","9.88"
"2025-04-08 17:08:27.477","-0.75","0.87","9.9"
"2025-04-08 17:08:27.587","-0.99","0.73","9.84"
"2025-04-08 17:08:27.697","-1.0","0.13","9.78"
"2025-04-08 17:08:27.805","0.49","-0.44","9.82"
"2025-04-08 17:08:27.916","-0.41","0.45","9.75"
"2025-04-08 17:08:28.024","0.28","-0.29","9.87"
"2025-04-08 17:08:28.131","-0.48","0.24","9.81"
"2025-04-08 17:08:28.240","0.98","-0.08","9.73"
"2025-04-08 17:08:28.349","0.19","-0.75","9.73"
"2025-04-08 17:08:28.457","-0.32","0.25","9.88"
"2025-04-08 17:08:28.566","-0.27","0.76","9.71"
"2025-04-08 17:08:28.675","0.91","-0.58","9.79"
"2025-04-08 17:08:28.783","-0.7","-0.26","9.76"
"2025-04-08 17:08:28.893","-0.87","0.15","9.76"
"2025-04-08 17:08:29.003","0.3","-0.94","9.72"
"2025-04-08 17:08:29.111","0.86","0.41","9.74"
"2025-04-08 17:08:29.224","0.65","-0.93","9.74"
"2025-04-08 17:08:29.331","0.14","-0.84","9.7"
"2025-04-08 17:08:29.440","-1.0","-0.81","9.82"
"2025-04-08 17:08:29.550","-0.09","0.5","9.72"
"2025-04-08 17:08:29.659","-0.39","0.41","9.71"
"2025-04-08 17:08:29.764","0.6","0.52","9.88"
"2025-04-08 17:08:29.874","0.64","-0.29","9.71"
"2025-04-08 17:08:29.983","-0.19","-0.5","9.89"
"2025-04-08 17:08:30.093","0.94","-0.16","9.84"
"2025-04-08 17:08:30.203","0.32","0.03","9.72"
"2025-04-08 17:08:30.312","-0.71","0.99","9.9"
"2025-04-08 17:08:30.418","0.15","0.68","9.82"
"2025-04-08 17:08:30.527","0.34","0.7","9.87"
"2025-04-08 17:08:30.636","-0.52","-0.18","9.8"
"2025-04-08 17:08:30.745","0.31","0.12","9.85"
"2025-04-08 17:08:30.853","-0.91","-0.31","9.84"
"2025-04-08 17:08:30.963","0.35","-0.43","9.84"
"2025-04-08 17:08:31.074","0.62","-0.24","9.85"
"2025-04-08 17:08:31.181","0.54","0.82","9.89"
"2025-04-08 17:08:31.289","-0.9","-0.38","9.9"
"2025-04-08 17:08:31.397","-0.29","0.94","9.77"
"2025-04-08 17:08:31.507","0.27","-0.45","9.78"
"2025-04-08 17:08:31.615","0.63","-0.88","9.83"
"2025-04-08 17:08:31.725","-0.29","0.32","9.78"
"2025-04-08 17:08:31.836","-0.47","-0.09","9.88"
"2025-04-08 17:08:31.943","-0.33","-0.93","9.77"
"2025-04-08 17:08:32.053","0.43","-0.09","9.75"
"2025-04-08 17:08:32.163","0.29","-0.44","9.73"
"2025-04-08 17:08:32.273","0.23","0.57","9.81"
"2025-04-08 17:08:32.382","0.56","-0.42","9.86"
"2025-04-08 17:08:32.490","-0.7","-0.06","9.78"
"2025-04-08 17:08:32.600","0.21","0.72","9.74"
"2025-04-08 17:08:32.708","-0.55","-0.1","9.9"
"2025-04-08 17:08:32.816","-0.02","0.4","9.78"
"2025-04-08 17:08:32.924","0.8","-0.81","9.86"
"2025-04-08 17:08:33.033","-0.16","-0.01","9.85"
"2025-04-08 17:08:33.143","-0.79","0.01","9.89"
"2025-04-08 17:08:33.252","0.85","0.77","9.8"
"2025-04-08 17:08:33.360","0.39","-0.99","9.71"
"2025-04-08 17:08:33.469","-0.68","-0.24","9.86"
"2025-04-08 17:08:33.580","-0.27","-0.64","9.9"
"2025-04-08 17:08:33.691","0.46","0.51","9.7"
"2025-04-08 17:08:33.800","-0.44","0.56","9.83"
"2025-04-08 17:08:33.909","0.05","-0.38","9.8"
"2025-04-08 17:08:34.017","-0.06","0.63","9.84"
"2025-04-08 17:08:34.127","-0.08","-0.42","9.87"
"2025-04-08 17:08:34.235","0.91","-0.81","9.84"
"2025-04-08 17:08:34.344","0.06","-0.7","9.84"
"2025-04-08 17:08:34.453","-0.58","-0.85","9.84"
"2025-04-08 17:08:34.564","0.03","-0.85","9.86"
"2025-04-08 17:08:34.673","0.64","0.08","9.77"
"2025-04-08 17:08:34.780","0.99","0.73","9.82"
"2025-04-08 17:08:34.891","-0.53","0.64","9.84"
"2025-04-08 17:08:35.000","0.36","0.91","9.85"
"2025-04-08 17:08:35.109","0.09","-0.02","9.79"
"2025-04-08 17:08:35.217","-0.52","0.27","9.87"
"2025-04-08 17:08:35.327","0.37","-0.27","9.88"
"2025-04-08 17:08:35.437","0.12","0.39","9.73"
"2025-04-08 17:08:35.547","0.1","0.51","9.73"
"2025-04-08 17:08:35.657","0.44","0.63","9.73"
"2025-04-08 17:08:35.766","0.04","0.18","9.79"
"2025-04-08 17:08:35.877","0.62","-0.82","9.86"
"2025-04-08 17:08:35.987","0.95","-0.73","9.83"
"2025-04-08 17:08:36.097","0.92","-0.81","9.8"
"2025-04-08 17:08:36.205","0.23","-0.24","9.85"
"2025-04-08 17:08:36.313","-0.88","-0.79","9.83"
"2025-04-08 17:08:36.424","-0.95","-0.5","9.72"
"2025-04-08 17:08:36.564","0.67","-0.2","9.83"
"2025-04-08 17:08:36.641","0.3","0.51","9.8"
"2025-04-08 17:08:36.750","-0.63","-0.68","9.76"
"2025-04-08 17:08:36.860","-0.35","-0.45","9.83"
"2025-04-08 17:08:36.967","0.83","0.55","9.88"
"2025-04-08 17:08:37.076","-0.11","0.5","9.83"
"2025-04-08 17:08:37.187","0.94","0.95","9.73"
"2025-04-08 17:08:37.296","-0.88","0.04","9.76"
"2025-04-08 17:08:37.407","-0.32","0.31","9.84"
"2025-04-08 17:08:37.517","-0.19","0.24","9.71"
"2025-04-08 17:08:37.624","-0.31","0.65","9.8"
"2025-04-08 17:08:37.733","0.24","-0.13","9.74"
"2025-04-08 17:08:37.842","-0.42","-0.83","9.74"
"2025-04-08 17:08:37.952","0.51","-0.61","9.77"
"2025-04-08 17:08:38.062","-0.68","-0.51","9.85"
"2025-04-08 17:08:38.171","0.33","0.58","9.75"
"2025-04-08 17:08:38.281","0.23","-0.6","9.74"
"2025-04-08 17:08:38.391","0.39","0.76","9.75"
"2025-04-08 17:08:38.502","-0.74","0.6","9.88"
"2025-04-08 17:08:38.612","0.69","0.19","9.81"
"2025-04-08 17:08:38.722","0.3","-0.43","9.76"
"2025-04-08 17:08:38.832","0.8","0.16","9.79"
"2025-04-08 17:08:38.941","0.52","0.02","9.78"
"2025-04-08 17:08:39.049","-0.58","0.74","9.9"
"2025-04-08 17:08:39.160","-0.57","-0.23","9.71"
"2025-04-08 17:08:39.267","-0.82","0.8","9.8"
"2025-04-08 17:08:39.377","0.61","0.04","9.81"
"2025-04-08 17:08:39.485","0.34","0.73","9.9"
"2025-04-08 17:08:39.593","0.12","-0.54","9.87"
"2025-04-08 17:08:39.701","-0.27","0.66","9.86"
"2025-04-08 17:08:39.810","-0.24","-0.92","9.86"
"2025-04-08 17:08:39.920","-0.18","-0.13","9.77"
"2025-04-08 17:08:40.030","-0.76","-0.46","9.84"
"2025-04-08 17:08:40.139","0.51","0.95","9.72"
"2025-04-08 17:08:40.246","-0.95","0.07","9.73"
"2025-04-08 17:08:40.356","0.46","0.16","9.78"
"2025-04-08 17:08:40.464","0.41","-0.83","9.88"
"2025-04-08 17:08:40.574","0.84","0.8","9.73"
"2025-04-08 17:08:40.684","0.96","-0.14","9.8"
"2025-04-08 17:08:40.793","0.57","-0.26","9.87"
"2025-04-08 17:08:40.901","0.09","0.47","9.73"
"2025-04-08 17:08:41.010","-0.36","-0.64","9.72"
"2025-04-08 17:08:41.120","-0.56","-0.43","9.82"
"2025-04-08 17:08:41.228","-0.39","0.33","9.76"
"2025-04-08 17:08:41.337","-0.68","-0.67","9.76"
"2025-04-08 17:08:41.447","-0.48","-0.15","9.9"
"2025-04-08 17:08:41.554","0.83","-0.99","9.74"
"2025-04-08 17:08:41.663","0.55","-0.4","9.84"
"2025-04-08 17:08:41.772","-0.34","-0.83","9.72"
"2025-04-08 17:08:41.881","0.01","0.3","9.87"
"2025-04-08 17:08:41.989","0.09","-0.43","9.73"
"2025-04-08 17:08:42.098","-0.58","-0.3","9.8"
"2025-04-08 17:08:42.207","-0.6","-0.69","9.7"
"2025-04-08 17:08:42.317","0.7","0.94","9.73"
"2025-04-08 17:08:42.427","-0.36","0.58","9.83"
"2025-04-08 17:08:42.537","0.11","-0.38","9.88"
"2025-04-08 17:08:42.645","0.48","-0.9","9.86"
"2025-04-08 17:08:42.756","-0.08","0.13","9.87"
"2025-04-08 17:08:42.866","-0.83","0.97","9.78"
"2025-04-08 17:08:42.975","0.9","-0.62","9.75"
"2025-04-08 17:08:43.083","-0.6","-0.09","9.72"
"2025-04-08 17:08:43.192","-0.48","0.78","9.89"
"2025-04-08 17:08:43.301","-0.16","0.37","9.78"
"2025-04-08 17:08:43.412","0.07","0.91","9.77"
"2025-04-08 17:08:43.520","0.17","0.48","9.71"
"2025-04-08 17:08:43.630","0.32","-0.39","9.74"
"2025-04-08 17:08:43.739","-0.19","0.45","9.78"
"2025-04-08 17:08:43.846","0.61","-0.49","9.79"
"2025-04-08 17:08:43.956","-0.45","-0.49","9.9"
"2025-04-08 17:08:44.069","-0.96","0.49","9.71"
"2025-04-08 17:08:44.179","-0.91","0.44","9.88"
"2025-04-08 17:08:44.287","0.17","-0.63","9.72"
"2025-04-08 17:08:44.395","0.95","0.32","9.78"
"2025-04-08 17:08:44.505","-0.62","0.79","9.87"
"2025-04-08 17:08:44.613","-0.87","0.08","9.73"
"2025-04-08 17:08:44.723","0.14","-0.45","9.73"
"2025-04-08 17:08:44.832","-0.06","-0.27","9.84"
"2025-04-08 17:08:44.943","-0.08","-0.63","9.82"
"2025-04-08 17:08:45.051","0.56","-0.68","9.89"
"2025-04-08 17:08:45.161","0.77","-0.46","9.7"
"2025-04-08 17:08:45.272","-0.6","0.82","9.86"
"2025-04-08 17:08:45.381","0.77","0.53","9.79"
"2025-04-08 17:08:45.491","-0.41","-0.65","9.83"
"2025-04-08 17:08:45.597","-0.99","0.26","9.81"
"2025-04-08 17:08:45.707","-0.91","0.36","9.72"
"2025-04-08 17:08:45.815","0.96","0.22","9.83"
"2025-04-08 17:08:45.925","-0.32","-0.57","9.8"
"2025-04-08 17:08:46.035","-0.65","0.5","9.84"
"2025-04-08 17:08:46.144","-0.64","-0.91","9.9"
"2025-04-08 17:08:46.251","-0.4","-0.19","9.84"
"2025-04-08 17:08:46.359","0.46","0.49","9.82"
"2025-04-08 17:08:46.468","-0.07","-0.38","9.79"
"2025-04-08 17:08:46.577","0.01","0.54","9.84"
"2025-04-08 17:08:46.687","0.68","-0.61","9.77"
"2025-04-08 17:08:46.798","0.38","0.44","9.86"
"2025-04-08 17:08:46.907","-0.88","-0.99","9.85"
"2025-04-08 17:08:47.015","0.92","0.35","9.83"
"2025-04-08 17:08:47.126","0.09","0.86","9.88"
"2025-04-08 17:08:47.234","0.24","-0.21","9.81"
"2025-04-08 17:08:47.341","-0.99","-0.43","9.76"
"2025-04-08 17:08:47.449","0.48","0.81","9.79"
"2025-04-08 17:08:47.559","0.13","0.01","9.72"
"2025-04-08 17:08:47.668","0.32","-0.41","9.74"
"2025-04-08 17:08:47.779","0.49","-0.42","9.87"
"2025-04-08 17:08:47.886","-0.67","-0.23","9.75"
"2025-04-08 17:08:47.995","-0.16","-0.01","9.85"
"2025-04-08 17:08:48.107","0.74","0.05","9.71"
"2025-04-08 17:08:48.214","0.86","0.56","9.79"
"2025-04-08 17:08:48.324","0.96","-0.66","9.73"
"2025-04-08 17:08:48.435","0.96","0.85","9.76"
"2025-04-08 17:08:48.543","0.21","-0.55","9.82"
"2025-04-08 17:08:48.653","-0.78","0.78","9.82"
"2025-04-08 17:08:48.761","0.12","0.68","9.89"
"2025-04-08 17:08:48.869","-0.74","-0.87","9.72"
"2025-04-08 17:08:48.980","0.13","0.03","9.71"
"2025-04-08 17:08:49.090","0.33","0.96","9.76"
"2025-04-08 17:08:49.200","-0.16","-0.17","9.89"
"2025-04-08 17:08:49.311","0.37","0.98","9.81"
"2025-04-08 17:08:49.421","-0.66","0.01","9.79"
"2025-04-08 17:08:49.527","0.14","0.61","9.84"
"2025-04-08 17:08:49.636","-0.17","0.97","9.74"
"2025-04-08 17:08:49.745","0.07","0.32","9.74"
"2025-04-08 17:08:49.854","0.02","0.27","9.82"
"2025-04-08 17:08:49.964","-0.92","0.44","9.74"
"2025-04-08 17:08:50.073","-0.48","-0.83","9.89"
"2025-04-08 17:08:50.182","0.48","0.94","9.8"
"2025-04-08 17:08:50.291","0.93","0.1","9.77"
"2025-04-08 17:08:50.398","0.65","-0.08","9.82"
"2025-04-08 17:08:50.507","0.7","0.2","9.78"
"2025-04-08 17:08:50.615","0.27","0.43","9.72"
"2025-04-08 17:08:50.721","-0.62","-0.06","9.79"
"2025-04-08 17:08:50.831","0.58","-0.3","9.83"
"2025-04-08 17:08:50.939","0.72","0.65","9.83"
"2025-04-08 17:08:51.048","0.09","0.09","9.87"
"2025-04-08 17:08:51.181","0.44","0.13","9.81"
"2025-04-08 17:08:51.294","-0.03","0.99","9.89"
"2025-04-08 17:08:51.403","-0.58","0.16","9.85"
"2025-04-08 17:08:51.511","0.4","0.92","9.84"
"2025-04-08 17:08:51.620","-0.61","0.93","9.8"
"2025-04-08 17:08:51.731","0.75","-0.06","9.85"
"2025-04-08 17:08:51.840","0.98","-0.99","9.87"
"2025-04-08 17:08:51.948","0.12","-0.79","9.72"
"2025-04-08 17:08:52.056","0.6","-0.78","9.78"
"2025-04-08 17:08:52.165","-0.06","-0.77","9.81"
"2025-04-08 17:08:52.275","-0.4","-0.27","9.73"
"2025-04-08 17:08:52.385","-0.98","-0.58","9.89"
"2025-04-08 17:08:52.492","-0.08","0.63","9.71"
"2025-04-08 17:08:52.604","0.45","0.71","9.74"
"2025-04-08 17:08:52.714","0.95","-0.43","9.79"
"2025-04-08 17:08:52.821","0.03","-0.19","9.75"
"2025-04-08 17:08:52.930","0.92","0.67","9.77"
"2025-04-08 17:08:53.039","-0.46","-0.21","9.78"
"2025-04-08 17:08:53.150","-0.71","0.93","9.87"
"2025-04-08 17:08:53.258","-0.83","0.16","9.85"
"2025-04-08 17:08:53.368","0.51","-0.01","9.74"
"2025-04-08 17:08:53.476","0.31","0.89","9.82"
"2025-04-08 17:08:53.585","0.19","-0.04","9.7"
"2025-04-08 17:08:53.693","0.22","-0.56","9.72"
"2025-04-08 17:08:53.803","0.17","-0.37","9.74"
"2025-04-08 17:08:53.913","-0.04","0.45","9.84"
"2025-04-08 17:08:54.023","-0.25","0.9","9.74"
"2025-04-08 17:08:54.134","0.32","0.29","9.72"
"2025-04-08 17:08:54.243","0.21","-0.7","9.82"
"2025-04-08 17:08:54.353","-0.52","-0.48","9.79"
"2025-04-08 17:08:54.462","-0.03","-0.08","9.77"
"2025-04-08 17:08:54.571","0.69","0.27","9.89"
"2025-04-08 17:08:54.681","-0.14","-0.41","9.84"
"2025-04-08 17:08:54.791","0.28","0.76","9.81"
"2025-04-08 17:08:54.902","0.26","0.43","9.88"
"2025-04-08 17:08:55.013","0.17","-0.77","9.78"
"2025-04-08 17:08:55.122","0.18","-0.21","9.88"
"2025-04-08 17:08:55.232","0.32","0.81","9.82"
"2025-04-08 17:08:55.340","0.86","0.33","9.89"
"2025-04-08 17:08:55.449","-0.13","-0.11","9.82"
"2025-04-08 17:08:55.556","-0.69","-0.6","9.87"
"2025-04-08 17:08:55.665","-0.55","0.65","9.71"
"2025-04-08 17:08:55.771","0.74","-0.72","9.74"
"2025-04-08 17:08:55.880","-0.7","-0.95","9.76"
"2025-04-08 17:08:55.988","-0.78","-0.75","9.79"
"2025-04-08 17:08:56.098","-0.02","-0.65","9.88"
"2025-04-08 17:08:56.205","-0.08","0.62","9.75"
"2025-04-08 17:08:56.315","0.87","0.99","9.72"
"2025-04-08 17:08:56.422","0.09","-0.87","9.74"
"2025-04-08 17:08:56.531","0.53","-0.3","9.77"
"2025-04-08 17:08:56.639","-0.98","0.78","9.72"
"2025-04-08 17:08:56.750","0.01","-0.59","9.74"
"2025-04-08 17:08:56.859","-0.7","0.56","9.83"
"2025-04-08 17:08:56.968","0.38","-0.72","9.87"
"2025-04-08 17:08:57.077","0.86","-0.14","9.88"
"2025-04-08 17:08:57.187","-0.08","-0.76","9.8"
"2025-04-08 17:08:57.296","0.02","0.38","9.74"
"2025-04-08 17:08:57.406","0.09","0.55","9.88"
"2025-04-08 17:08:57.512","0.03","0.56","9.86"
"2025-04-08 17:08:57.619","-0.47","-0.54","9.89"
"2025-04-08 17:08:57.730","0.79","0.65","9.73"
"2025-04-08 17:08:57.838","0.85","-0.78","9.77"
"2025-04-08 17:08:57.948","-0.27","-0.19","9.88"
"2025-04-08 17:08:58.057","0.61","-0.54","9.81"
"2025-04-08 17:08:58.166","-0.33","-0.49","9.76"
"2025-04-08 17:08:58.276","0.07","-0.38","9.78"
"2025-04-08 17:08:58.383","0.46","-0.29","9.85"
"2025-04-08 17:08:58.490","-0.81","0.58","9.83"
"2025-04-08 17:08:58.598","0.12","-0.87","9.89"
"2025-04-08 17:08:58.708","0.08","0.8","9.71"
"2025-04-08 17:08:58.815","-0.09","0.64","9.78"
"2025-04-08 17:08:58.925","-0.14","0.8","9.88"
"2025-04-08 17:08:59.034","0.48","-0.18","9.71"
"2025-04-08 17:08:59.144","-0.01","-0.7","9.72"
"2025-04-08 17:08:59.252","0.42","0.38","9.88"
"2025-04-08 17:08:59.361","0.35","-0.34","9.88"
"2025-04-08 17:08:59.471","0.69","-0.52","9.73"
"2025-04-08 17:08:59.581","0.02","-0.26","9.89"
"2025-04-08 17:08:59.688","0.64","0.34","9.83"
"2025-04-08 17:08:59.797","-0.39","-0.88","9.73"
"2025-04-08 17:08:59.907","-0.04","-0.08","9.75"
"2025-04-08 17:09:00.015","-0.56","-0.12","9.8"
"2025-04-08 17:09:00.124","0.53","-0.91","9.8"
"2025-04-08 17:09:00.232","0.36","-0.28","9.78"
"2025-04-08 17:09:00.340","0.29","0.01","9.85"
"2025-04-08 17:09:00.448","-0.66","-0.03","9.72"
"2025-04-08 17:09:00.558","-0.53","-0.34","9.82"
"2025-04-08 17:09:00.668","0.63","0.34","9.86"
"2025-04-08 17:09:00.777","0.12","-0.28","9.71"
"2025-04-08 17:09:00.887","-0.0","-0.81","9.82"
"2025-04-08 17:09:00.996","0.2","-0.84","9.84"
"2025-04-08 17:09:01.105","-0.46","0.11","9.88"
"2025-04-08 17:09:01.215","0.99","0.73","9.85"
"2025-04-08 17:09:01.324","-0.23","0.38","9.86"
"2025-04-08 17:09:01.432","0.37","0.07","9.79"
"2025-04-08 17:09:01.544","0.89","-0.34","9.9"
"2025-04-08 17:09:01.653","-0.62","-0.65","9.76"
"2025-04-08 17:09:01.764","0.66","-0.12","9.81"
"2025-04-08 17:09:01.873","-0.54","0.9","9.75"
"2025-04-08 17:09:01.981","-0.15","0.97","9.82"
"2025-04-08 17:09:02.091","-0.24","-0.57","9.79"
"2025-04-08 17:09:02.202","0.31","-0.92","9.87"
"2025-04-08 17:09:02.311","-0.17","-0.99","9.75"
"2025-04-08 17:09:02.420","-0.02","0.19","9.86"
"2025-04-08 17:09:02.530","-0.37","-0.06","9.9"
"2025-04-08 17:09:02.638","-0.19","-0.31","9.76"
"2025-04-08 17:09:02.746","-0.68","0.57","9.7"
"2025-04-08 17:09:02.854","0.88","-0.37","9.73"
"2025-04-08 17:09:02.965","0.63","0.79","9.85"
"2025-04-08 17:09:03.076","-0.09","-1.0","9.81"
"2025-04-08 17:09:03.185","0.6","-0.68","9.77"
"2025-04-08 17:09:03.295","-0.82","0.94","9.73"
"2025-04-08 17:09:03.404","-0.19","-0.88","9.73"
"2025-04-08 17:09:03.516","0.02","-0.03","9.83"
"2025-04-08 17:09:03.626","-0.61","-0.72","9.78"
"2025-04-08 17:09:03.734","0.44","0.85","9.72"
"2025-04-08 17:09:03.842","0.56","0.71","9.83"
"2025-04-08 17:09:03.950","-0.6","-0.78","9.75"
"2025-04-08 17:09:04.061","0.63","-0.19","9.7"
"2025-04-08 17:09:04.169","0.36","0.09","9.79"
"2025-04-08 17:09:04.279","0.75","-0.32","9.85"
"2025-04-08 17:09:04.388","-0.73","0.53","9.82"
"2025-04-08 17:09:04.496","0.99","0.92","9.7"
"2025-04-08 17:09:04.604","-0.46","0.91","9.89"
"2025-04-08 17:09:04.712","-0.53","0.46","9.72"
"2025-04-08 17:09:04.821","0.67","-0.92","9.71"
"2025-04-08 17:09:04.932","0.48","0.53","9.73"
"2025-04-08 17:09:05.041","0.12","0.23","9.77"
"2025-04-08 17:09:05.150","0.19","-0.59","9.87"
"2025-04-08 17:09:05.260","0.73","-0.96","9.72"
"2025-04-08 17:09:05.368","-0.19","0.82","9.76"
"2025-04-08 17:09:05.479","0.08","0.73","9.76"
"2025-04-08 17:09:05.587","-0.93","-0.32","9.7"
"2025-04-08 17:09:05.693","-0.71","-0.49","9.89"
"2025-04-08 17:09:05.802","-0.39","-0.98","9.74"
"2025-04-08 17:09:05.911","-0.75","0.71","9.87"
"2025-04-08 17:09:06.021","-0.18","-0.79","9.9"
"2025-04-08 17:09:06.131","0.1","-0.43","9.85"
"2025-04-08 17:09:06.249","0.53","0.31","9.81"
"2025-04-08 17:09:06.363","-0.52","0.57","9.85"
"2025-04-08 17:09:06.471","-0.26","-0.7","9.76"
"2025-04-08 17:09:06.579","0.75","-0.62","9.75"
"2025-04-08 17:09:06.689","0.7","0.59","9.7"
"2025-04-08 17:09:06.798","0.15","-0.66","9.72"
"2025-04-08 17:09:06.907","-0.16","-0.04","9.83"
"2025-04-08 17:09:07.017","-0.82","-0.97","9.87"
"2025-04-08 17:09:07.126","-0.57","-0.66","9.82"
"2025-04-08 17:09:07.235","0.75","0.73","9.89"
"2025-04-08 17:09:07.345","0.53","0.39","9.8"
"2025-04-08 17:09:07.455","-0.62","-0.95","9.71"
"2025-04-08 17:09:07.563","0.88","0.34","9.82"
"2025-04-08 17:09:07.672","0.62","-0.46","9.75"
"2025-04-08 17:09:07.781","0.56","0.19","9.81"
"2025-04-08 17:09:07.889","-0.32","0.83","9.73"
"2025-04-08 17:09:07.999","0.57","0.86","9.77"
"2025-04-08 17:09:08.110","-0.44","-0.8","9.82"
"2025-04-08 17:09:08.219","-0.42","-0.98","9.81"
"2025-04-08 17:09:08.328","-0.69","0.15","9.7"
"2025-04-08 17:09:08.437","0.09","0.01","9.85"
"2025-04-08 17:09:08.546","0.21","-0.05","9.75"
"2025-04-08 17:09:08.654","-0.12","-0.38","9.85"
"2025-04-08 17:09:08.763","0.59","-0.26","9.71"
"2025-04-08 17:09:08.872","-0.29","0.04","9.71"
"2025-04-08 17:09:08.981","-0.85","-0.55","9.77"
"2025-04-08 17:09:09.089","0.09","0.85","9.78"
"2025-04-08 17:09:09.199","0.17","0.38","9.83"
"2025-04-08 17:09:09.309","-0.04","-0.69","9.74"
"2025-04-08 17:09:09.418","0.22","-0.0","9.89"
"2025-04-08 17:09:09.530","-0.09","-0.14","9.78"
"2025-04-08 17:09:09.636","0.7","-0.87","9.87"
"2025-04-08 17:09:09.745","0.91","0.05","9.71"
"2025-04-08 17:09:09.855","0.7","0.43","9.84"
"2025-04-08 17:09:09.963","0.09","0.47","9.86"
"2025-04-08 17:09:10.068","0.42","0.56","9.87"
"2025-04-08 17:09:10.175","-0.48","-0.9","9.8"
"2025-04-08 17:09:10.284","0.16","-0.64","9.78"
"2025-04-08 17:09:10.392","0.86","0.95","9.79"
"2025-04-08 17:09:10.501","0.87","0.65","9.88"
"2025-04-08 17:09:10.610","-0.34","0.9","9.81"
"2025-04-08 17:09:10.718","0.01","0.98","9.8"
"2025-04-08 17:09:10.828","-0.46","-0.45","9.75"
"2025-04-08 17:09:10.940","-0.48","-0.2","9.78"
"2025-04-08 17:09:11.047","-0.53","0.04","9.78"
"2025-04-08 17:09:11.154","0.24","0.42","9.72"
"2025-04-08 17:09:11.262","0.54","0.85","9.8"
"2025-04-08 17:09:11.370","0.29","0.73","9.74"
